Course	Room	Teacher	Time	Students
008770	PK278	0899465	18:10 - 19:00 TH	3887957 3931836 3948045 4011555 4095424 4193260 3821069 3875914 4260945 4093416 4133513 4180434 3793612 4175521 4181143 3913781 4468375 4086227 4280030
013613	PK20	0492580	12:10 - 13:10 MW	3890005 3903833 3909951 3913606 3928826 3964183 4003131 4091672 4092801 4092833 4170471 4175499 4091806 4093607 3821886 4086240 4086284 4093026 4095302 3930042 3930485 4086281 4091936 4175370 3817087 3910586 4086457 4175498 4281869 4086269 4086323 4092769 4086270 4086411 4095086 3693840 3995568 4086356 4093423 4086369 4086425 4086353 4175315 4175309
005161	TH224	0031582	13:10 - 14:00 T	3893220 3928949 3903520
016885	TH224	3479968	12:10 - 16:00 MW	3893220 4000366 3930763
017127	PK338	1020104	13:10 - 14:30 MW	3893220 4000812 4180508 4278521 4256760 4279995 4091718 4003177 4165473 4003188 3817962 3690361
013185	TH110	3420576	9:55 - 12:45 TH	3901669 3930865 4090844 3823387 3814296 3820858 3915044 3902614 3652339
011859	PK338	3332662	18:10 - 19:00 TH	3903833 3909951 3914754 3930034 3930054 4093370 3823278 3930042 3910695 3914354 3671929 3797683 3821571 3929776 4086215
001242	TH224	4354604	16:10 - 17:30 MW	3903909 3813457 3576990
013184	CARP21	3198619	14:40 - 16:00 MW	3860357 3903994 3914515 4175303 4090814 4002204 3904254 4176086
002397	PK25	0493725	13:10 - 15:30 TH	3820397 3908300 4011555 4091784 4176079 4094815 3914498 3930118 4094175 3665300 3816549 3910937 3793612 3821632 3915028 3930890 4037411 4045331 4175371 4175400 3821273 4175374 3910691 3910636
011237	CARP21	4354084	9:10 - 12:30 T	3910179 3994726 3820395 3910753 3914676 3904254 4086436 3913807
001750	PK180	4196252	12:10 - 13:10 MW	3690799 3910497 3913159 4000367 4174231 3819353 3910622 3930763 3852217 3816486 4281409 3843810 3971828 3857764 3910678
002992	PK20	4358918	13:40 - 16:30 T	3913138 3927400 3929739 4000795 4062513 4070957 4090845 4092004 4092290 4258417 4277274 4280365 4280475 4282115 3942061 4127014 4230476 4276195 4278502 4092173 4276784 4003130 4003163 4095703 4260945 3814296 4000253 4095088 4175322 4280706 4091877 3674492 4371956 4092335 4165473 3817419 3937404 4081695 4371027 4372224 4001712 4077315 3816483 4095985 4176789 4276031 4095190
007923	DAL119	3435819	13:10 - 16:00 T	3913786 3711797 3796254 3884178 4093778 4175383
